,Müll,-2,rubbish,-2.1,Everything from here until liwc is added by George Paltoglou,N_lemma
624,inspiriert*,3.0,inspir*,3,,
625,Inspiration,3.0,inspir*,3,,N_lemma
626,Beleidigung*,-3.0,insult*,-3,,
627,intelligent*,2.0,intell*,2,,
628,Interess*,2.0,interest*,2,,
629,Unterbrechung*,-2.0,interrup*,-2,,
630,irrational*,-3.0,irrational*,-3,,
631,Irritation*,-3.0,irrita*,-3,,
632,Isolati*,-2.0,isolat*,-2,,
633,vereinsam*,-4.0,isolat*,-2,,
634,abgestumpft*,-3.0,jaded,-3 ???,,
635,eifersüchtig*,-3.0,jealous*,-3,,
636,eifersuechtig*,-3.0,jealous*,-3,,
637,Eifersucht,-3.0,jealous*,-3,,N_lemma
638,Riß,-3.0,jerk,-3 ???,,N_lemma
639,Riss,-3.0,jerk,-3 ???,,N_lemma
640,zucken,-1.0,jerked,-1 ???,,V_lemma
641,zuckt,-3.0,jerks,-3,,V_ff
642,Scherz*,2.0,joke*,2,,
643,Scherzbold*,-2.0,joke*,2,,
644,Witzbold*,-2.0,joke*,2,,
645,Witze,3.0,joking,3,,N_ff
646,ein_Witz,-2.0,joking,3 blocker: das ist ja ein Witz,,
647,fröhlich*,3.0,joll*,3,,
648,froehlich*,3.0,joll*,3,,
649,Freude*,3.0,joy*,3,,
650,begierig*,1.0,keen*,1 ???,,
651,scherz*,2.0,kidding,,1,
652,zu_Scherzen,-2.0,kidding,1 beliebt zu scherzen zu scherzen aufgelegt,,
653,töten*,-4.0,kill*,-4,,
654,toeten*,-4.0,kill*,-4,,
655,freundlich*,3.0,kind,3,,
656,freundlicherweise,2.0,kindly,2,,
657,kindn*,2.0,kindness*,2 ???,,
658,Kuss*,3.0,kiss*,3,,
659,Küßchen,3.0,kiss*,3,,
660,Kuesschen,3.0,kiss*,3,,
661,entspannt*,2.0,laidback,2,,
662,chillig*,2.0,laidback,2,,
663,relax*,2.0,laidback,2,,
664,lahm*,-3.0,lame*,-3,,
665,lachen*,3.0,laugh*,3,,
666,lacht*,3.0,laugh*,3,,
667,auslachen,-3.0,laugh*,3,,
668,ausgelach*,-3.0,laugh*,3,,
669,faul*,-2.0,lazy,-2,,
670,stinkfaul*,-3.0,lazy,-2,,
671,liabilit*,-3.0,liabilit*,-3,,
672,Lügner*,-3.0,liar*,-3,,
673,Luegner*,-3.0,liar*,-3,,
674,Libert*,2.0,libert*,2,,
675,Freiheit*,2.0,libert*,2,,
676,Befreiung*,2.0,libert*,2,,
677,gelogen,-3.0,lied,-3,,
678,anlügen*,-3.0,lied,-3,,
679,anluegen*,-3.0,lied,-3,,
680,angelogen,-3.0,lied,-3,,
681,Lügen*,-3.0,lies,-3,,
682,lügen,-3.0,lies,-3,,V_lemma
683,lüg*,-3.0,lies,-3,,
684,lueg*,-3.0,lies,-3,,
685,liebenswert*,3.0,likeab*,3,,
686,liebenswürdig*,3.0,likeab*,3,,
687,liebenswuerdig*,3.0,likeab*,3,,
688,mögen,3.0,,,,V_lemma
689,mochte,3.0,liked,3,,V_ff
690,mag,3.0,liked,3,,V_ff
691,Vorliebe,3.0,liking,3,,N_lemma
692,lebhaft*,2.0,livel*,2,,
693,lol,3.0,lol,3,,
694,Einzelkämpfer*,-2.0,lone*,-2,,
695,Einzelkaempfer*,-2.0,lone*,-2,,
696,einsam*,-2.0,lone*,-2,,
697,Heimweh,-3.0,longing*,-3,,N_lemma
698,Sehnsucht*,-3.0,longing*,-3,,
699,verlier*,-2.0,lose,-2,,
700,Verlierer*,-3.0,loser*,-3,,
701,Verlust*,-3.0,loss*,-3,,
702,verloren*,-1.0,lost,-1,,
703,lausig*,-3.0,,,,
704,mangelhaft*,-3.0,lous*,-3,NEU,
705,minderwert*,-3.0,lous*,-3,NEU,
706,falsch*,-3.0,lous*,-3,NEU,
707,Falschheit,-3.0,| NEU,,,N_lemma
708,Hinterlist*,-3.0, NEU,,,
709,Verlogenheit,-3.0, NEU,,,
710,tückisch*,-3.0, NEU,,,
711,tueckisch*,-3.0, NEU,,,
712,Tücke*,-3.0, NEU,,,
713,Tuecke*,-3.0, NEU,,,
714,heimtückisch*,-3.0, NEU,,,
715,heimtueckisch*,-3.0, NEU,,,
716,Heimtücke*,-3.0, NEU,,,
717,Heimtuecke*,-3.0, NEU,,,
718,Liebe,3.0,love,3,,N_lemma
719,niedrig,-2.0,low*,-2,,A_lemma
720,niedrig*,-2.0,low*,-2,,
721,loyal*,2.0,loyal*,2,,
722,lojal*,2.0,loyal*,2,,
723,Glück,3.0,luck,3,,N_lemma
724,Glueck,3.0,luck,3,,
725,Glücks*,3.0,luck,3  ...pilz ...gefühl ...keks ...spiel,,
726,Gluecks*,3.0,luck,3  ...pilz ...gefuehl ...keks ...spiel,,
727,Glücksspiel*,-1.0,luck,3  // blocker,,
728,Gluecksspiel*,-1.0,luck,3  // blocker,,
729,Lotterie*,-1.0,luck,3  // blocker,,
730,Engel*,2.0,luck,3  // blocker,,
731,glücklos*,-3.0,luckless*,-3,,
732,gluecklos*,-3.0,luckless*,-3,,
733,lächerlich*,-3.0,ludicrous*,-3,,
734,laecherlich*,-3.0,ludicrous*,-3,,
735,Lüge,-4.0,lying,-4,,N_lemma
736,Luege,-4.0,lying,-4,,
737,lügen,-4.0,lying,-4,,V_lemma
738,lueg*,-4.0,lying,-4,,
739,gelog*,-4.0,lying,-4,,
740,verlog*,-4.0,lying,-4,,
741,teppert*,-3.0,mad,-3,,
742,deppert*,-3.0,mad,-3,,
743,depp*,-4.0,mad,-3,,
744,verrückt*,-3.0,maddening,-3,,
745,verrueckt*,-3.0,maddening,-3,,
746,Krapp,-3.0,madder,-3 ???,,
747,#wahnsinnigst*,-3.0,maddest,-3,,
748,verrücktest*,-3.0,maddest,-3,,
749,verruecktest*,-3.0,maddest,-3,,
750,#wahnsinnig*,2.0,madly,2,,
751,grossartig*,4.0,magnific*,4,,
752,Maniac*,-3.0,maniac*,-3,,
753,masochis*,-3.0,masochis*,-3,,
754,masochis*,-3.0,masochis*,-3,,
755,melanchol*,-4.0,melanchol*,-4,,
756,melancholisch*,-4.0,melanchol*,-4,,
757,Melancholie*,-4.0,melanchol*,-4,,
758,verdiensvoll*,2.0,merit*,2,,
759,Verdienstentgang*,-2.0,XXXmerit*,2,,
760,Chaos,-1.0,mess,-1,,
761,chaotisch*,-1.0,mess,-1,,
762,chaot*,-1.0,mess,-1,,
763,unordentlich*,-1.0,messy,-1,,
764,schlampig*,-1.0,messy,-1,,
765,schludrig*,-1.0,messy,-1,,
766,Geizhals,-3.0,miser*,-3  *** miserable ,,
767,Geitler*,-3.0,miser*,-3  *** miserable ,,
768,miserabel,-3.0,miser*,-3  *** miserable ,,
769,miserab*,-3.0,miser*,,,
770,Geizhals,-3.0,miser*,-3,,
771,Verpass*,-3.0,miss,-3,,
772,vermissen,-3.0,miss,-3,,V_lemma
773,fehlt,-2.0,missing,-2,,V_ff
774,fehlerhaft*,-2.0,mistak*,-2,,
775,Fehler*,-2.0,mistak*,-2,,
776,mockieren,-2.0,mock,-3,,V_lemma
777,mockier*,-2.0,mock,-3,,
778,aufreg*,-2.0,mock,-3,,
779,verspotte*,-3.0,mocked,-3,,
780,ausspotte*,-3.0,mocked,-3,,
781,ausgespotte*,-3.0,mocked,-3,,
782,Spötter*,-2.0,mocker*,-3,,
783,Spoetter*,-2.0,mocker*,-3,,
784,spöttisch*,-2.0,mocking,-3,,
785,spoettisch*,-2.0,mocking,-3,,
786,spotten,-3.0,mocks,-3,,V_lemma
787,spöttel*,-2.0,mocker*,-3,,
788,spoettel*,-2.0,mocker*,-3,,
789,belästig*,-4.0,molest*,-4,,
790,belaestig*,-4.0,molest*,-4,,
791,mooch*,-2.0,mooch*,-2,,
792,launisch*,-3.0,moodi*,-3,,
793,Moody,-3.0,moody,-3,,
794,schwachsinn*,-3.0,moron*,-3 // NONEG,,
795,geistesschwach*,-3.0,moron*,-3,,
796,geistesgestö*,-3.0,moron*,-3,,
797,geistesgestoe*,-3.0,moron*,-3,,
798,hirni*,-3.0,moron*,-3,,
799,hirnrissi*,-4.0,moron*,-3 // NONEG,,
800,trauern,-3.0,mourn*,-3,,V_lemma
801,trauer*,-3.0,mourn*,-3,,
802,muah,2.0,muah,2,,
803,bruha*,-2.0,muah,2  // bruhaha,,
804,Mord*,-4.0,murder*,-4,,
805,mörder*,-4.0,murder*,-4,,
806,moerder*,-4.0,murder*,-4,,
807,nörgel*,-2.0,nag*,-2,,
808,noergel*,-2.0,nag*,-2,,
809,nörgl*,-2.0,nag*,-2,,
810,noergl*,-2.0,nag*,-2,,
811,nörgeln,-2.0,nag*,-2,,V_lemma
812,keifen,-2.0,nag*,-2,,V_lemma
813,quengeln,-2.0,nag*,-2,,V_lemma
814,quengl*,-2.0,nag*,-2,,
815,zetern,-2.0,nag*,-2,,V_lemma
816,herumnörg*,-2.0,nag*,-2,,
817,herumnoerg*,-2.0,nag*,-2,,
818,motzerei*,-2.0,nag*,-2,,
819,gemotz*,-2.0,nag*,-2,,
820,schlimm*,-3.0,nast*,-3,,
821,sauber*,1.0,neat*,1,,
822,bedürftig*,-2.0,needy,-2,,
823,beduerftig*,-2.0,needy,-2,,
824,Vernachlässigung*,-1.0,neglect*,-1,,
825,Vernachlaessigung*,-1.0,neglect*,-1,,
826,nerd*,-3.0,nerd*,-3,,
827,nervös*,-3.0,nervous*,-3,,
828,nervoes*,-3.0,nervous*,-3,,
829,neurotisch*,-3.0,neurotic*,-3,,
830,nett*,2.0,nice*,2,,
831,netto,1.0,nice*,2 // blocker,,
832,taub,-2.0,numb*,-2,A_lemma,
833,nutter,-2.0,nutter,-2,new ??,
834,unausstehlich*,-3.0,obnoxious*,-3,,
835,unverbesserlich*,-3.0,obnoxious*,-3,,
836,besessen*,-3.0,obsess*,-3,,
837,Straftat*,-2.0,offence*,-2,,
838,Verbrech*,-3.0,offence*,-2,,
839,beleidig*,-3.0,offend*,-3,,
840,offensiv*,-2.0,offens*,-3,,
841,ok,1.0,ok,1,,
842,okay,1.0,okay,1,,
843,okays,1.0,okays,1,,
844,OKS,1.0,oks,1,,
845,omfg,2.0,omfg,2,,
846,omg,2.0,omg,2,,
847,aufgeschlossen*,1.0,openminded*,1,,
848,Offenheit,1.0,openness,1,,
849,Opportunist*,-3.0,opportun*,1,,
850,Schleimer*,-3.0,opportun*,1 NICH NEGIERBAR,,
851,schleim*,-3.0,opportun*,1 NICH NEGIERBAR,,
852,Schleimscheiß*,-4.0,opportun*,1 NICH NEGIERBAR insult,,
853,Schleimscheiss*,-4.0,opportun*,1 NICH NEGIERBAR insult,,
854,optimale*,1.0,optimal*,1,,
855,Optimierung*,1.0,optimi*,1,,
856,Original*,1.0,original,1,,
857,kontaktfreudig*,2.0,outgoing,1,,
858,offenherzig*,2.0,outgoing,1,,
859,extrovertiert*,2.0,outgoing,1,,
860,überwältigen*,-3.0,overwhelm*,-3,,
861,ueberwaeltigen*,-3.0,overwhelm*,-3,,
862,Schmerz,-4.0,pain,-4,,N_lemma
863,weh,-2.0,pained,-2,,
864,schmerzhaft*,-4.0,painful*,-4,,
865,schmerzend*,-4.0,paining,-4,,
866,schmerzlos*,2.0,painl*,2,,
867,Schmerzen,-4.0,pains,-4,,N_ff
868,Panik*,-3.0,panic*,-3,,
869,panisch*,-3.0,panic*,-3,,
870,Paradies,4.0,paradise,4,,
871,paradiesisch*,4.0,paradise,4,,
872,paranoid*,-3.0,paranoi*,-3,,
873,Paranoia*,-3.0,paranoi*,-3,,
874,paranoi*,-3.0,paranoi*,-3,,
875,Verfolgungswahn*,-3.0,paranoi*,-3 NONEG,,
876,partie*,1.0,partie*,1 ?????,,
877,Party*,1.0,party*,1,,
878,Passion,3.0,passion*,3,,
879,Leidenschaft*,3.0,passion*,3,,
880,leidenschaftslos*,1.0,passion*,3 blocker,,
881,leidenschaftlich*,3.0,passion*,3,,
882,peinlich*,-3.0,pathetic*,-3,,
883,Frieden*,1.0,peace*,1,,
884,friedlich*,1.0,peace*,1,,
885,eigentümlich*,-1.0,peculiar*,-1,,
886,eigentuemlich*,-1.0,peculiar*,-1,,
887,eigenartig*,-1.0,peculiar*,-1,,
888,perfekt*,2.0,perfect*,2,,
889,perver*,-2.0,perver*,-2  NONEG,,
890,pessimis*,-3.0,pessimis*,-3,,
891,versteinern*,-4.0,petrif*,-4,,
892,versteiner*,-4.0,petrif*,-4,,
893,kleinlich*,-1.0,petty*,-1,,
894,phobi*,-3.0,phobi*,-3,,
895,pissen,-3.0,piss*,-3,,V_lemma
896,piss*,-3.0,piss*,-3,,
897,bemitleidenswert*,-3.0,piti*,-3,,
898,Schade*,-2.0,pity*,-2,,
899,spielen,1.0,play,1,,V_lemma
900,gespielt,1.0,played,1,,V_ff
901,verspielt*,2.0,playful*,2,,
902,Spiel,2.0,playing,2,,N_lemma
903,spiel*,2.0,plays,2,,
904,angenehm*,3.0,pleasant*,3,,
905,Bitte*,2.0,please*,2,,
906,angenehm*,3.0,pleasur*,3,,
907,Gift*,-3.0,poison*,-3,,
908,populär*,3.0,popular*,3,,
909,populaer*,3.0,popular*,3,,
910,beliebt*,3.0,popular*,3,,
911,positiv*,3.0,positiv*,3,,
912,loben,3.0,prais*,3,,V_lemma
913,lobenswert,3.0,,,,A_lemma
914,lobenswerterweise,3.0,,,,A_lemma
915,Lob*,3.0,prais*,3,,
916,lob*,3.0,prais*,3,,
917,lobhudel*,-2.0,prais*,3,,
918,kostbar*,3.0,precious*,3,,
919,Vorurteil*,-3.0,prejudic*,-3,,
920,druck*,-3.0,pressur*,-2,,
921,prettie*,3.0,prettie*,3,,
922,hübsch*,3.0,pretty,3,,
923,huebsch*,3.0,pretty,3,,
924,Stolz,2.0,pride,2,,N_lemma
925,stolzier*,-1.0,pride,2,,
926,privileg*,-2.0,privileg*,2,,
927,Problem*,-2.0,problem*,-2,,
928,Gewinn*,2.0,profit*,3,,
929,vielversprech*,2.0,promis*,2,,
930,protestieren*,-2.0,protest,-2,,
931,Protest*,-2.0,protest,-2,,
932,stolz*,2.0,proud*,2,,
933,PUK*,-3.0,puk*,-3,,
934,bestraf*,-2.0,punish*,-2,,
935,glänzend*,3.0,radian*,3,,
936,glaenzend*,3.0,radian*,3,,
937,Wut*,-4.0,rage*,-4,,
938,Zornausbr*,-4.0,rage*,-4,,
939,Tobsucht*,-4.0,rage*,-4,,
940,Anfall*,-4.0,rage*,-4,,
941,Rage,-4.0,rage*,-4,,
942,Toben*,-4.0,raging,-4,,
943,widerlich*,-3.0,rancid*,-3,,
944,ranzig*,-3.0,rancid*,-3,,
945,Vergewaltigung*,-4.0,rape*,-4,,
946,vergewaltigen*,-4.0,raping,-4,,
947,raub*,-4.0,raping,-4,,
948,rauben,-4.0,raping,-4,,
949,ausrauben,-4.0,raping,-4,,
950,Kinderschänder*,-4.0,rapist*,-4,,
951,Kinderschaender*,-4.0,rapist*,-4,,
952,pädophil*,-4.0,rapist*,-4,,
953,paedophil*,-4.0,rapist*,-4,,
954,Bereitschaft,1.0,readiness,1,,N_lemma
955,bereitwillig*,1.0,readiness,1,,
956,bereit,1.0,ready,1,,
957,beschwichtig*,2.0,reassur*,2,,
958,Rebell*,-2.0,rebel*,-2,,
959,Gestank,-3.0,reek*,-3,,
960,Stunk,-3.0,reek*,-3,,
961,stink*,-3.0,reek*,-3,,
962,Bedauern*,-2.0,regret*,-2,,
963,Leidwesen,-2.0,regret*,-2,,
964,Bedauern,-2.0,regret*,-2,,V_lemma
965,Bedauern,-2.0,regret*,-2,,N_lemma
966,ablehnen*,-2.0,reject*,-2,,
967,entspannen*,3.0,relax*,3,,
968,Erleichterung,2.0,relief,2,,N_lemma
969,zögern*,-2.0,reluctan*,-2,,
970,zoegern*,-2.0,reluctan*,-2,,
971,zögerlich*,-2.0,reluctan*,-2,,
972,zoegerlich*,-2.0,reluctan*,-2,,
973,Reue*,-3.0,remorse*,-3,,
974,unterdrücken*,-2.0,repress*,-2,,
975,unterdruecken*,-2.0,repress*,-2,,
976,ärgern*,-3.0,resent*,-3,,
977,aergern*,-3.0,resent*,-3,,
978,Rücktritt*,-2.0,resign*,-2,,
979,Ruecktritt*,-2.0,resign*,-2,,
980,Hochachtung,3.0,respect ,3,,
981,hochachtungsvoll*,3.0,respect ,3,,
982,Respekt,3.0,respect ,3,,
983,respektab*,2.0,respect ,3,,
984,respektvoll*,3.0,respect ,3,,
985,unruhig*,-2.0,restless*,-2,,
986,Rache*,-2.0,revenge*,-2,,
987,Vergelt*,-2.0,revenge*,-2,,
988,heimzahle*,-2.0,revenge*,-2,,
989,Belohn*,2.0,reward*,2,,
990,reich*,1.0,rich*,1,,
991,lächerlich*,-2.0,ridicul*,-2,,
992,laecherlich*,-2.0,ridicul*,-2,,
993,starr*,-2.0,rigid*,-2,,
994,unflexib*,-2.0,rigid*,-2,,
995,Risiko*,-2.0,risk*,-2,,
996,risikier*,-2.0,risk*,-2,,
997,risikant*,-2.0,risk*,-2,,
998,rock,3.0,rock,3,As in You rock! but not as in rock stone,
999,rofl,3.0,rofl,3,,
1000,Romanz*,4.0,romanc*,4,,
1001,romantisch*,4.0,romantic*,4,,
1002,morsch*,-3.0,rotten,-3,,
1003,verrotte*,-3.0,rotten,-3,,
1004,verkomm*,-3.0,rotten,-3,,
1005,verwahrlosen,-3.0,rotten,-3,,V_lemma
1006,verwahrlost*,-3.0,rotten,-3,,
1007,unhöflich*,-3.0,rude*,-3,,
1008,unhoeflich*,-3.0,rude*,-3,,
1009,ruinier*,-2.0,ruin*,-2,,
1010,traurig*,-4.0,sad,-4,,
1011,betrüblich*,-4.0,sadde*,-4  ???,,
1012,betrueblich*,-4.0,sadde*,-4  ???,,
1013,leider,-4.0,sadly,-4,,
1014,traurigerweise*,-4.0,sadly,-4,,
1015,Traurigkeit,-4.0,sadness,-4,,N_lemma
1016,Trauer*,-3.0,sadness,-4,,
1017,Depression*,-4.0,sadness,-4,,
1018,deptessiv*,-4.0,sadness,-4,,
1019,deprimier*,-4.0,sadness,-4,,
1020,sicherlich,1.0,safe*,2  // blocker,,
1021,sicher*,2.0,safe*,2,,
1022,Sarkamus*,-3.0,sarcas*,-3,,
1023,sarkasti*,-3.0,sarcas*,-3,,
1024,befried*,2.0,satisf*,2,,
1025,Wilde*,-3.0,savage*,-3 ???,,
1026,spare*,1.0,save,2  ??? ,,
1027,erspare*,2.0,save,2  ??? ,,
1028,erschreck*,-4.0,scare*,-4,,
1029,erschrock*,-4.0,scare*,-4,,
1030,schrecke*,-4.0,scare*,-4,,
1031,angsteinflößen*,-3.0, ,,auch: Angst einflößend, 
1032,angsteinfloessen*,-3.0, ,,auch: Angst einfloessend, 
1033,beängstig*,-3.0, ,,,
1034,beaengstig*,-3.0, ,,,
1035,furchterregend*,-3.0,auch: Furcht erregend, ,,
1036,Grusel*,-3.0, ,,,
1037,grusli*,-3.0, ,,,
1038,schaurig*,-3.0, ,,,
1039,grauslich*,-3.0, ,,,
1040,Skepti*,-2.0,sceptic*,-2,,
1041,schreien*,-4.0,scream*,-4,,
1042,brüll*,-4.0,scream*,-4,,
1043,bruell*,-4.0,scream*,-4,,
1044,toben*,-4.0,scream*,-4,,
1045,austoben*,-1.0,,,,
1046,lecker*,4.0,scrumptious*,4,,
1047,Abschaum,-3.0,scum,-3,new,
1048,Egoist*,-4.0,selfish*,-4,,
1049,Egoismus*,-4.0,selfish*,-4,,
1050,egoistisch*,-4.0,selfish*,-4,,
1051,sentimental*,3.0,sentimental*,3,,
1052,ernsthaft*,-2.0,serious,-2,,
1053,ernstlich*,-2.0,seriously,-2,,
1054,Ernst,-2.0,seriousness,-2,?? but also: Name!,
1055,schweren*,-2.0,severe*,-2 ???,,
1056,schütteln*,-2.0,shake*,-2,,
1057,schuetteln*,-2.0,shake*,-2,,
1058,wackelig*,-2.0,shaky,-2,,
1059,Schande*,-3.0,shame*,-3,,
1060,Scham*,-3.0,shame*,-3,,
1061,teilen,1.0,share,1,,V_lemma
1062,teilt*,1.0,shares,1,,
1063,Scheiß*,-3.0,shit*,-3,,
1064,Scheiss*,-3.0,shit*,-3,,
1065,Schock*,-3.0,shock*,-3,,
1066,schüttel*,-2.0,shook,-2 ???,,
1067,schuettel*,-2.0,shook,-2 ???,,
1068,schüchtern*,-3.0,shy*,-3,,
1069,schuechtern*,-3.0,shy*,-3,,
1070,scheu*,-2.0,shy*,-3,,
1071,erkrank*,-4.0,sicken*,-4,,
1072,dumm*,2.0,silly,2,,
1073,sündig*,-2.0,sin,-2,,
1074,suendig*,-2.0,sin,-2,,
1075,Sünde*,-2.0,sin,-2,,
1076,Suende*,-2.0,sin,-2,,
1077,sincer*,1.0,sincer*,1,,
1078,fies*,-4.0,sinister,-4,,
1079,Skepti*,-2.0,skeptic*,-2,,
1080,Schlampe*,-3.0,slut*,-3,,
1081,schlampig*,-3.0,slut*,-3,,
1082,smart*,2.0,smart*,2,,
1083,lächeln*,3.0,smil*,3,,
1084,laecheln*,3.0,smil*,3,,
1085,selbstgefällig*,-2.0,smug*,-2,,
1086,selbstgefaellig*,-2.0,smug*,-2,,
1087,arrogant*,-2.0,smug*,-2,,
1088,eingebildet*,-2.0,smug*,-2,,
1089,Schnösel*,-2.0,smug*,-2,,
1090,Schnoesel*,-2.0,smug*,-2,,
1091,schleichen*,-2.0,sneak*,-2,new,
1092,versnobt*,-2.0,snob*,-2,,
1093,snobistisch*,-2.0,snob*,-2,,
1094,Snob*,-3.0,snob*,-3,,
1095,schluchz*,-4.0,sob,-4,,
1096,sociab*,2.0,sociab*,2,,
1097,Sorge*,-3.0,sorrow*,-3,,
1098,sorry,-3.0,sorry,-3,,
1099,Seelenverwandte*,3.0,soulmate*,3,,
1100,Spam*,-2.0,spam*,-2,,
1101,Trotz*,-3.0,spite*,-4,,
1102,Stammel*,-2.0,stammer*,-2,,
1103,gestunk*,-3.0,stank,-3,,
1104,aufgeschreck*,-2.0,startl*,-2,,
1105,erschrock*,-2.0,startl*,-2,,
1106,stehlen*,-3.0,steal*,-3,,
1107,gestohl*,-3.0,steal*,-3,,
1108,Gestank*,-3.0,stench*,-3,,
1109,stink*,-3.0,stink*,-3,,
1110,angespann*,-2.0,strain*,-2,,
1111,angestreng*,-2.0,strain*,-2,,
1112,Anspannung*,-2.0,strain*,-2,,
1113,seltsam,-1.0,strange,-1,,
1114,Stärke*,1.0,strength*,1,,
1115,Staerke*,1.0,strength*,1,,
1116,Stress*,-2.0,stress*,-2,,
1117,abmüh*,-2.0,strugg*,,,
1118,abmueh*,-2.0,strugg*,,,
1119,abgemüh*,-2.0,strugg*,-2,,
1120,abgemueh*,-2.0,strugg*,-2,,
1121,abracker*,-2.0,strugg*,-2,,
1122,abgerack*,-2.0,strugg*,-2,,
1123,abmüh*,-2.0,strugg*,-2,,
1124,abmueh*,-2.0,strugg*,-2,,
1125,Struggl*,-2.0,struggl*,-2,,
1126,stur*,-3.0,stubborn*,-3,,
1127,dickköpfig*,-3.0,stubborn*,-3,,
1128,dickkoepfig*,-3.0,stubborn*,-3,,
1129,Dickkopf*,-3.0,stubborn*,-3,,
1130,Eigensinn*,-3.0,stubborn*,-3,,
1131,eigensinnig*,-3.0,stubborn*,-3,,
1132,halsstarr*,-3.0,stubborn*,-3,,
1133,störrisch*,-3.0,stubborn*,-3,,
1134,stoerrisch*,-3.0,stubborn*,-3,,
1135,verbissen*,-3.0,stubborn*,-3,,
1136,widerspenstig*,-3.0,stubborn*,-3,,
1137,gestunken,-3.0,stunk,-3,,
1138,benommen*,-2.0,stunned,-2,,
1139,fassunglsos*,-2.0,stunned,-2,,
1140,betäubt,-2.0,stuns,-2,,
1141,betaeubt,-2.0,stuns,-2,,
1142,dumm*,-2.0,stupid*,-2,,
1143,Stottern*,-2.0,stutter*,-2,,
1144,unterwürfig*,-2.0,submissive*,-2,,
1145,unterwuerfig*,-2.0,submissive*,-2,,
1146,gelingen*,3.0,succeed*,3,,
1147,Erfolg*,3.0,success*,3,,
1148,suck*,-2.0,suck,-2,,
1149,leiden,-4.0,suffer,-4,,
1150,gelitten,-4.0,suffered,-4,,
1151,Leidende*,-4.0,sufferer*,-4,,
1152,Leiden,-4.0,suffering,-4,,
1153,leidet,-4.0,suffers,-4,,
1154,sonnigeren,2.0,sunnier,2,,
1155,sonnigsten,2.0,sunniest,2,,
1156,sonnig*,2.0,sunny,2,,
1157,sunshin*,2.0,sunshin*,2,,
1158,Super,3.0,super,3,,
1159,überlegen*,3.0,superior*,3,,
1160,ueberlegen*,3.0,superior*,3,,
1161,Unterstützung,2.0,support,2,,
1162,Unterstuetzung,2.0,support,2,,
1163,unterstützt,2.0,supported,2,,
1164,unterstuetzt,2.0,supported,2,,
1165,Fan,1.0,supporter*,2,,
1166,Unterstützende*,2.0,supporting,2,,
1167,Unterstuetzende*,2.0,supporting,2,,
1168,unterstützen*,2.0,supportive*,2,,
1169,unterstuetzen*,2.0,supportive*,2,,
1170,unterstützt,2.0,supports,2,,
1171,unterstuetzt,2.0,supports,2,,
1172,suprem*,3.0,suprem*,3,,
1173,sicher*,1.0,sure*,1,,
1174,überraschend*,1.0,surpris*,1,,
1175,ueberraschend*,1.0,surpris*,1,,
1176,verdächt*,-2.0,suspicio*,-2,,
1177,verdaecht*,-2.0,suspicio*,-2,,
1178,süß,3.0,sweet,3,,
1179,suess,3.0,sweet,3,,
1180,Geliebte*,4.0,sweetheart*,4,,
1181,sweetie*,4.0,sweetie*,4,,
1182,süß,3.0,sweetly,3,,
1183,suess,3.0,sweetly,3,,
1184,Süße*,3.0,sweetness*,3,,
1185,Suesse*,3.0,sweetness*,3,,
1186,Süßigkeiten,2.0,sweets,2,,N_ff
1187,Suessigkeiten,2.0,sweets,2,,N_ff
1188,Talent*,3.0,talent*,3,,
1189,Wutanfall*,-3.0,tantrum*,-3,,
1190,Tränen,-4.0,tears,-4,,N_ff
1191,Traenen,-4.0,tears,-4,,
1192,ärgern*,-3.0,teas*,-3,,
1193,aergern*,-3.0,teas*,-3,,
1194,Launen,-3.0,temper,-3,,N_ff
1195,Anfälle,-1.0,tempers,-1,,N_ff
1196,Anfaelle,-1.0,tempers,-1,,N_ff
1197,zärtlich*,3.0,tender*,3,,
1198,zaertlich*,3.0,tender*,3,,
1199,angespannt*,-3.0,tense*,-3,,
1200,nervig*,-3.0,tensing,-3,,
1201,Spannung*,-3.0,tension*,-3,,
1202,terribl*,-4.0,terribl*,-4,,
1203,grandios*,4.0,terrific*,4,,
1204,Angst,-4.0,terrified,-4,,A_lemma
1205,erschreckt,-4.0,terrifies,-4,,V_ff
1206,schrecken,-4.0,terrify,-4,,V_lemma
1207,erschreckend,-4.0,terrifying,-4,,V_ff
1208,Terror*,-3.0,terror*,-3,,
1209,danke,2.0,thank,1,,
1210,bedankt*,1.0,thanked,1,,
1211,dankbar*,2.0,thankf*,2,,
1212,Danke,1.0,thanks,1,,
1213,Diebstahl,-2.0,thief,-2,,N_lemma
1214,Dieb*,-2.0,thief,-2,,
1215,durstig*,-2.0,thirsty,-2,new thirsty,
1216,nachdenklich*,2.0,thoughtful*,2,,
1217,Bedrohung*,-3.0,threat*,-3,,
1218,Nervenkitzel*,4.0,thrill*,4,,
1219,schüchtern*,-2.0,timid*,-2,,
1220,schuechtern*,-2.0,timid*,-2,,
1221,zaghaft*,-2.0,timid*,-2,,
1222,tolerant*,2.0,toleran*,2,,
1223,Toleranz,2.0,toleran*,2,,
1224,Folter*,-4.0,tortur*,-4,,
1225,Folter,-4.0,tortur*,-4,,N_lemma
1226,foltern,-4.0,tortur*,-4,,V_lemma
1227,tortur*,-4.0,tortur*,-4,,
1228,zäh*,-2.0,tough*,-2,,
1229,zaeh*,-2.0,tough*,-2,,
1230,Tragödie*,-3.0,traged*,-3,,
